PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, AV06
Station name, AKU_AkutPtAK2005
Begin Date, 2005-06-22
End Date, 2018-09-15
Release Date, 2018-11-17
Source file, AV06.pbo.nam08.pos
Offset from source file, -12.60 mm North, -7.17 mm East, 12.53 mm Vertical
Reference position, 54.1471796925 North Latitude, -165.7657206321 East Longitude, 463.09852 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2006-05-07,-0.06, -0.09, -0.01, 1.83, 1.4, 5.95, repro,
2006-05-08,-1.58, 0.32, -7.02, 1.77, 1.39, 5.71, repro,
2006-05-09,-2.57, -0.84, -3.39, 1.77, 1.37, 5.74, repro,
2006-05-10,-2.60, -0.77, -6.10, 1.82, 1.4, 5.92, repro,
2006-05-11,-2.84, -1.94, -8.53, 1.71, 1.32, 5.49, repro,
2006-05-12,-3.71, 1.39, -3.21, 1.72, 1.33, 5.54, repro,
2006-05-13,-1.82, 0.78, -1.78, 1.87, 1.42, 6.02, repro,
2006-05-14,-3.13, 0.80, -4.97, 1.94, 1.47, 6.22, repro,
2006-05-15,-1.44, 1.28, -4.38, 1.96, 1.47, 6.26, repro,
2006-05-16,1.16, 2.20, 2.01, 2.12, 1.56, 6.7, repro,
2006-05-17,-1.22, 0.51, -3.54, 1.96, 1.48, 6.23, repro,
2006-05-18,-0.26, 0.60, -2.83, 1.81, 1.37, 5.78, repro,
2006-05-19,-2.35, 0.92, -11.73, 2.25, 1.7, 7.18, repro,
2006-05-20,-3.41, 1.38, -1.18, 2.13, 1.6, 6.78, repro,
2006-05-21,1.89, 0.83, 9.10, 1.99, 1.51, 6.36, repro,
2006-05-22,-3.98, 3.69, 9.41, 2.14, 1.6, 6.83, repro,
2006-05-23,-1.74, 2.71, 8.86, 1.92, 1.45, 6.15, repro,
2006-05-24,-0.31, 1.48, 3.66, 1.9, 1.44, 6.08, repro,
2006-05-25,-2.92, 1.26, 2.29, 1.86, 1.39, 6.04, repro,
2006-05-26,-2.61, 1.08, -0.43, 1.91, 1.44, 6.27, repro,
2006-05-27,-1.75, 1.24, 3.53, 1.74, 1.31, 5.59, repro,
2006-05-28,-2.34, 0.86, 5.40, 1.82, 1.39, 5.83, repro,
2006-05-29,-0.99, 1.20, 4.12, 1.83, 1.38, 5.86, repro,
2006-05-30,-2.19, 0.82, 3.93, 1.78, 1.34, 5.73, repro,
2006-05-31,-1.44, 2.39, 6.04, 1.71, 1.32, 5.51, repro,
2006-06-01,-0.50, 2.14, 2.29, 1.77, 1.33, 5.64, repro,
2006-06-02,-0.80, 1.71, 5.74, 1.72, 1.3, 5.55, repro,
2006-06-03,-1.25, 1.92, 3.02, 1.77, 1.37, 5.8, repro,
2006-06-04,-2.91, 3.36, 9.79, 1.78, 1.37, 5.85, repro,
2006-06-05,-0.95, 3.28, 5.89, 1.73, 1.32, 5.7, repro,
2006-06-06,-1.12, 2.51, 8.17, 1.68, 1.28, 5.51, repro,
2006-06-07,-2.39, 0.95, 4.80, 1.75, 1.34, 5.77, repro,
2006-06-08,-3.87, 2.40, 10.31, 1.8, 1.39, 5.91, repro,
2006-06-09,-4.52, 3.00, 9.33, 1.89, 1.45, 6.08, repro,
2006-06-10,-3.31, 2.15, 6.76, 1.82, 1.4, 5.95, repro,
2006-06-11,-1.35, 2.87, 1.79, 1.84, 1.38, 5.91, repro,
2006-06-12,-1.80, 2.25, 6.71, 1.84, 1.4, 5.98, repro,
2006-06-13,-1.59, 2.50, 2.40, 1.77, 1.35, 5.75, repro,
2006-06-14,-3.57, 3.52, 2.02, 1.79, 1.38, 5.9, repro,
2006-06-15,-2.06, 2.42, -0.76, 1.78, 1.36, 5.78, repro,
2006-06-16,-1.25, 2.44, 5.24, 1.89, 1.44, 6.14, repro,
2006-06-17,-0.61, 1.48, 4.21, 1.85, 1.42, 6.05, repro,
2006-06-18,-0.77, 1.75, 4.06, 1.66, 1.28, 5.73, repro,
2006-06-19,-1.17, 3.12, -0.34, 1.7, 1.34, 5.91, repro,
2006-06-20,0.03, 1.42, -0.79, 1.82, 1.42, 6.25, repro,
2006-06-21,-1.99, 2.27, 1.37, 1.79, 1.4, 6.23, repro,
2006-06-22,-1.42, 2.04, -3.62, 1.69, 1.31, 5.82, repro,
2006-06-23,-3.20, 4.88, -5.62, 1.79, 1.4, 6.18, repro,
2006-06-24,-2.26, 3.02, -1.04, 1.74, 1.35, 5.98, repro,
2006-06-25,1.82, 3.62, 1.87, 1.76, 1.37, 6.03, repro,
2006-06-26,-1.48, 3.04, -5.72, 2.01, 1.53, 6.79, repro,
2006-06-27,-2.07, 3.84, 1.17, 2.14, 1.63, 7.29, repro,
2006-06-28,-0.30, 2.25, 0.65, 1.77, 1.42, 6.07, repro,
2006-06-29,-0.08, 3.58, -2.43, 1.95, 1.5, 6.48, repro,
2006-06-30,-2.25, 3.43, -2.77, 1.78, 1.41, 6.15, repro,
2006-07-01,0.46, 3.21, 0.97, 1.73, 1.37, 5.97, repro,
2006-07-02,0.56, 1.21, -5.86, 2.01, 1.55, 6.84, repro,
2006-07-03,0.94, 2.15, -0.51, 1.73, 1.37, 6.01, repro,
2006-07-04,5.94, 0.70, -15.15, 1.92, 1.51, 6.67, repro,
2006-07-05,2.63, 1.09, -13.01, 1.81, 1.43, 6.23, repro,
2006-07-06,1.84, -1.29, 2.57, 1.76, 1.39, 6.13, repro,
2006-07-07,-0.50, 1.55, -0.69, 1.63, 1.29, 5.64, repro,
2006-07-08,0.43, 0.71, 0.89, 1.73, 1.35, 5.9, repro,
2006-07-09,0.68, -1.60, 1.94, 1.7, 1.33, 5.89, repro,
2006-07-10,-2.36, 2.60, -2.48, 1.74, 1.37, 5.97, repro,
2006-07-11,-0.42, 0.81, -1.89, 1.76, 1.37, 5.98, repro,
2006-07-12,-0.89, 1.02, -5.22, 1.6, 1.25, 5.51, repro,
2006-07-13,-1.14, -1.11, -4.40, 1.78, 1.42, 6.17, repro,
2006-07-14,-0.32, 0.93, -1.33, 1.61, 1.26, 5.47, repro,
2006-07-15,-0.17, 0.68, -0.08, 1.68, 1.33, 5.84, repro,
2006-07-16,0.87, 0.94, -6.26, 1.76, 1.37, 6.06, repro,
2006-07-17,0.12, 1.03, 2.11, 1.57, 1.24, 5.47, repro,
2006-07-18,-0.71, 1.21, -1.54, 1.46, 1.12, 4.97, repro,
2006-07-19,-4.26, 2.15, 1.05, 1.55, 1.19, 5.26, repro,
2006-07-20,-2.38, 2.16, -0.36, 1.62, 1.25, 5.52, repro,
2006-07-21,0.11, 0.52, -3.70, 1.78, 1.34, 5.96, repro,
2006-07-22,1.81, 0.00, 0.12, 1.87, 1.4, 6.26, repro,
2006-07-23,-1.38, 0.04, 3.00, 1.36, 1.08, 4.6, repro,
2006-07-24,0.27, 0.27, -0.06, 1.57, 1.19, 5.34, repro,
2006-07-25,0.92, -0.10, -4.52, 1.96, 1.46, 6.57, repro,
2006-07-26,0.17, -0.16, -3.47, 1.7, 1.27, 5.68, repro,
2006-07-27,-3.27, -0.98, -8.66, 2.19, 1.61, 7.21, repro,
2006-07-28,0.91, -0.47, -6.78, 1.97, 1.46, 6.58, repro,
2006-07-29,0.45, 4.61, 13.32, 2.07, 1.52, 6.91, repro,
2006-07-30,5.82, 2.29, 15.10, 1.8, 1.37, 6.03, repro,
2006-07-31,0.19, -0.71, -6.69, 1.48, 1.15, 5.07, repro,
2006-08-01,-3.36, -1.64, 24.39, 1.61, 1.26, 5.51, repro,
2006-08-02,-0.04, -0.44, 0.64, 1.59, 1.22, 5.4, repro,
2006-08-03,0.38, -0.69, -3.82, 1.78, 1.33, 5.84, repro,
2006-08-04,0.57, 0.54, 0.85, 1.93, 1.44, 6.33, repro,
2006-08-05,-0.30, -0.06, 3.53, 1.62, 1.2, 5.23, repro,
2006-08-06,0.08, -0.74, 6.52, 1.67, 1.25, 5.46, repro,
2006-08-07,0.14, -0.46, 5.04, 1.55, 1.16, 5.08, repro,
2006-08-08,-0.77, -2.31, 1.58, 2.15, 1.57, 7.02, repro,
2006-08-09,0.17, -1.35, 4.66, 1.86, 1.38, 6.08, repro,
2006-08-10,-3.76, -2.48, 1.39, 2.24, 1.62, 7.27, repro,
2006-08-11,-5.13, 1.27, 25.96, 2.2, 1.58, 7.14, repro,
2006-08-12,2.11, -3.62, 1.31, 1.81, 1.33, 5.85, repro,
2006-08-13,-0.72, -1.16, 8.38, 2.02, 1.49, 6.49, repro,
2006-08-14,-3.44, -1.64, 11.77, 2.06, 1.51, 6.66, repro,
2006-08-15,-1.32, -0.85, 8.37, 1.91, 1.43, 6.4, repro,
2006-08-16,-1.57, -0.19, 2.61, 1.83, 1.34, 5.84, repro,
2006-08-17,1.66, 0.86, 7.11, 1.83, 1.34, 5.94, repro,
2006-08-18,-1.36, -0.61, 7.40, 1.86, 1.36, 6.01, repro,
2006-08-19,-1.55, 1.04, 18.58, 1.98, 1.45, 6.47, repro,
2006-08-20,-6.23, 6.39, 5.35, 2.29, 1.67, 7.44, repro,
2006-08-21,-0.93, 1.97, 17.29, 2, 1.43, 6.44, repro,
2006-08-22,-1.36, -0.73, 9.38, 1.76, 1.28, 5.72, repro,
2006-08-23,0.35, -0.68, 10.40, 1.76, 1.27, 5.68, repro,
2006-08-24,-3.44, -0.69, 9.42, 1.97, 1.42, 6.45, repro,
2006-08-25,1.89, 2.22, 9.53, 2.18, 1.57, 7.07, repro,
2006-08-26,-4.13, 3.09, 2.71, 1.99, 1.45, 6.46, repro,
2006-08-27,-1.88, -1.18, 0.72, 1.85, 1.35, 5.98, repro,
2006-08-28,-0.27, 0.38, 11.27, 2.16, 1.56, 6.97, repro,
2006-08-29,1.62, -0.36, 8.65, 1.78, 1.31, 5.74, repro,
2006-08-30,-4.47, 1.70, 20.93, 2.26, 1.62, 7.27, repro,
2006-08-31,-3.08, -1.01, 2.81, 1.95, 1.4, 6.17, repro,
2006-09-01,-2.02, 2.44, 2.98, 2.31, 1.67, 7.39, repro,
2006-09-02,-2.36, 0.66, 1.38, 1.9, 1.38, 6.08, repro,
2006-09-03,0.30, 0.10, 11.24, 1.77, 1.28, 5.69, repro,
2006-09-04,1.37, -1.01, 11.53, 1.94, 1.43, 6.14, repro,
2006-09-05,0.21, -1.07, 3.90, 1.73, 1.26, 5.61, repro,
2006-09-06,1.96, 0.79, 5.66, 1.79, 1.29, 5.78, repro,
2006-09-07,1.84, -0.94, -2.68, 2.71, 1.95, 8.75, repro,
2006-09-08,3.48, -8.33, -10.73, 2.25, 1.61, 7.26, repro,
2006-09-09,-0.18, -1.71, 6.23, 1.8, 1.3, 5.89, repro,
2006-09-10,-3.26, -1.02, 7.57, 2.06, 1.48, 6.68, repro,
2006-09-11,-1.40, 0.30, 9.01, 1.7, 1.25, 5.58, repro,
2006-09-12,-0.62, -0.69, 3.53, 1.71, 1.26, 5.4, repro,
2006-09-13,-2.31, -1.35, 5.55, 1.93, 1.4, 6.04, repro,
2006-09-14,-1.64, -0.23, 6.57, 2.31, 1.68, 7.39, repro,
2006-09-15,-1.81, -0.52, 10.06, 1.98, 1.45, 6.25, repro,
2006-09-16,-3.11, 0.18, 10.19, 2.02, 1.44, 6.41, repro,
2006-09-17,0.35, -1.27, 2.09, 1.85, 1.35, 5.87, repro,
2006-09-18,-0.23, 1.76, 0.02, 2.08, 1.51, 6.62, repro,
2006-09-19,-0.98, 3.16, 1.32, 2.21, 1.61, 7.03, repro,
2006-09-20,-0.59, -1.03, 4.53, 1.86, 1.35, 5.94, repro,
2006-09-21,0.20, 0.24, 4.89, 1.67, 1.24, 5.31, repro,
2006-09-22,-1.51, -1.93, 3.73, 2, 1.47, 6.23, repro,
2006-09-23,0.32, -0.73, 6.12, 1.91, 1.39, 5.96, repro,
2006-09-24,0.44, 0.09, 1.07, 1.66, 1.23, 5.33, repro,
2006-09-25,-2.75, -0.06, 6.44, 1.7, 1.25, 5.42, repro,
2006-09-26,-1.31, 0.00, 1.15, 1.75, 1.28, 5.58, repro,
2006-09-27,-0.78, -1.08, 4.46, 1.72, 1.28, 5.51, repro,
2006-09-28,-3.12, -0.65, 3.99, 1.97, 1.43, 6.26, repro,
2006-09-29,-3.29, 1.44, 19.59, 2.06, 1.51, 6.61, repro,
2006-09-30,-3.79, -0.18, 8.27, 1.95, 1.42, 6.26, repro,
2006-10-01,1.00, -4.47, -7.13, 2.08, 1.51, 6.64, repro,
2006-10-02,1.06, -0.58, 2.06, 1.93, 1.41, 6.17, repro,
2006-10-03,-1.16, 1.18, 0.71, 1.99, 1.44, 6.4, repro,
2006-10-04,0.93, -1.11, -1.97, 2.03, 1.48, 6.47, repro,
2006-10-05,-0.98, 0.05, 7.02, 1.83, 1.34, 5.84, repro,
2006-10-06,-1.95, -0.38, 5.78, 1.74, 1.28, 5.59, repro,
2006-10-07,-2.09, -0.46, 2.74, 1.74, 1.27, 5.54, repro,
2006-10-08,-3.90, -1.07, 10.12, 1.9, 1.39, 5.99, repro,
2006-10-09,-3.96, 0.69, 11.08, 1.96, 1.44, 6.13, repro,
2006-10-10,-2.95, 1.72, 3.46, 2.01, 1.49, 6.38, repro,
2006-10-11,-0.66, -0.72, -1.70, 1.88, 1.37, 5.93, repro,
2006-10-12,-2.09, -0.27, -2.79, 1.8, 1.34, 5.71, repro,
2006-10-13,-1.36, 0.24, 2.83, 1.84, 1.36, 5.83, repro,
2006-10-14,-5.17, -2.89, 5.32, 2.04, 1.5, 6.51, repro,
2006-10-15,1.68, 0.74, 3.06, 2.15, 1.57, 6.8, repro,
2006-10-16,-1.63, 0.92, 6.06, 2.13, 1.57, 6.74, repro,
2006-10-17,-1.88, -2.32, 3.87, 1.93, 1.44, 6.1, repro,
2006-10-18,-1.92, -0.67, 6.86, 2.16, 1.59, 6.83, repro,
2006-10-19,-2.90, -1.40, -2.35, 2.12, 1.55, 6.71, repro,
2006-10-20,-1.71, 1.05, -0.08, 2.03, 1.49, 6.43, repro,
2006-10-21,-3.50, -3.23, -0.99, 2.08, 1.55, 6.58, repro,
2006-10-22,-2.10, 0.27, -3.09, 2.09, 1.54, 6.66, repro,
2006-10-23,-3.52, -0.08, 9.72, 2.05, 1.51, 6.5, repro,
2006-10-24,-2.84, -2.25, 3.17, 2, 1.5, 6.43, repro,
2006-10-25,-0.59, -1.98, 9.13, 2.17, 1.59, 6.82, repro,
2006-10-26,-2.92, -0.13, 6.53, 1.94, 1.46, 6.06, repro,
2006-10-27,-1.54, -1.02, 2.16, 1.8, 1.37, 5.73, repro,
2006-10-28,-1.19, -1.38, -0.56, 2.01, 1.49, 6.45, repro,
2006-10-29,-1.07, -1.09, -1.33, 1.94, 1.45, 6.17, repro,
2006-10-30,-0.98, -0.83, -0.22, 1.81, 1.36, 5.77, repro,
2006-10-31,-8.29, 0.07, 5.01, 2, 1.5, 6.37, repro,
2006-11-01,-10.92, -1.27, 11.48, 1.92, 1.43, 6.09, repro,
2006-11-02,-3.50, -0.95, 14.57, 2.05, 1.52, 6.5, repro,
2006-11-03,-3.44, -1.02, 19.36, 2.01, 1.51, 6.46, repro,
2006-11-04,-6.40, -0.58, 9.94, 1.97, 1.52, 6.48, repro,
2006-11-05,-5.58, 0.24, 7.58, 1.98, 1.52, 6.25, repro,
2006-11-06,-4.92, -1.04, 4.82, 1.97, 1.52, 6.23, repro,
2006-11-07,-2.33, -1.97, 4.23, 1.86, 1.49, 6.02, repro,
2006-11-08,-2.73, -2.26, 11.06, 1.83, 1.43, 5.93, repro,
2006-11-09,-5.50, -2.97, 6.11, 2.01, 1.57, 6.5, repro,
2006-11-10,-3.30, -3.99, 2.05, 1.87, 1.49, 6.15, repro,
2006-11-11,-2.21, -2.02, 9.24, 1.84, 1.44, 5.92, repro,
2006-11-12,-5.83, -0.76, 5.28, 1.87, 1.45, 6.11, repro,
2006-11-13,-3.91, -1.17, -2.08, 2.06, 1.57, 6.67, repro,
2006-11-14,-4.87, -0.44, 1.26, 1.9, 1.45, 6.04, repro,
2006-11-15,-1.85, -1.29, 2.90, 1.92, 1.46, 6.09, repro,
2006-11-16,-0.78, -1.50, 7.48, 1.93, 1.46, 6.1, repro,
2006-11-17,-0.96, 0.35, 11.15, 1.95, 1.47, 6.13, repro,
2006-11-18,-4.75, -0.62, 3.41, 1.94, 1.46, 6.16, repro,
2006-11-19,-5.05, -0.82, 4.82, 1.97, 1.48, 6.26, repro,
2006-11-20,-4.90, -0.62, 9.46, 2.01, 1.51, 6.37, repro,
2006-11-21,-0.86, 0.24, 6.71, 1.93, 1.47, 6.13, repro,
2006-11-22,-0.21, 0.06, 5.65, 1.94, 1.46, 6.16, repro,
2006-11-23,3.89, 0.23, 6.63, 2.14, 1.6, 6.77, repro,
2006-11-24,-6.71, -0.70, -6.70, 2.07, 1.53, 6.49, repro,
2006-11-25,-3.03, -0.51, 1.50, 1.93, 1.45, 6.12, repro,
2006-11-26,-0.93, -0.58, 3.79, 2.04, 1.52, 6.46, repro,
2006-11-27,-4.89, -0.33, 2.73, 1.94, 1.46, 6.14, repro,
2006-11-28,-1.78, -0.89, 0.17, 1.95, 1.47, 6.19, repro,
2006-11-29,-2.10, -0.47, -0.92, 2, 1.49, 6.35, repro,
2006-11-30,-5.62, 1.04, 10.84, 2.1, 1.56, 6.65, repro,
2006-12-01,-0.64, -1.36, 4.27, 1.9, 1.43, 6.04, repro,
2006-12-02,-8.43, 0.03, -2.95, 1.93, 1.47, 6.13, repro,
2006-12-03,-2.29, -0.89, 7.15, 1.73, 1.31, 5.47, repro,
2006-12-04,-2.73, -0.99, 2.76, 1.61, 1.23, 5.09, repro,
2006-12-05,-4.34, -0.96, 4.16, 1.74, 1.31, 5.46, repro,
2006-12-06,-4.96, 0.53, 7.35, 1.88, 1.47, 5.95, repro,
2006-12-07,-2.82, -0.44, 6.76, 1.83, 1.41, 5.76, repro,
2006-12-08,-5.25, -0.44, 12.50, 2.03, 1.56, 6.35, repro,
2006-12-09,-4.26, 1.33, 18.03, 1.83, 1.42, 5.78, repro,
2006-12-10,-3.90, 0.94, 15.20, 1.89, 1.45, 5.93, repro,
2006-12-11,-4.41, -0.21, 12.24, 1.77, 1.37, 5.55, repro,
2006-12-12,-2.45, -0.66, 13.06, 1.78, 1.37, 5.59, repro,
2006-12-13,-2.71, 0.51, 8.62, 1.86, 1.42, 5.8, repro,
2006-12-14,-3.57, -0.92, 8.30, 1.8, 1.38, 5.61, repro,
2006-12-15,-3.55, 0.49, -4.28, 2.07, 1.56, 6.36, repro,
2006-12-16,-4.40, 2.24, 12.34, 1.89, 1.46, 5.92, repro,
2006-12-17,-5.18, 0.00, 8.85, 1.83, 1.4, 5.67, repro,
2006-12-18,-5.38, -0.94, 5.93, 1.75, 1.36, 5.51, repro,
2006-12-19,-4.94, -0.36, 15.59, 1.79, 1.39, 5.61, repro,
2006-12-20,-5.47, -0.19, 10.82, 1.87, 1.43, 5.8, repro,
2006-12-21,-4.17, -0.02, 9.67, 1.81, 1.39, 5.63, repro,
2006-12-22,-2.52, 0.11, 8.81, 1.78, 1.35, 5.54, repro,
2006-12-23,-5.57, -0.11, 7.31, 1.85, 1.41, 5.81, repro,
2006-12-24,-4.50, -0.69, 2.65, 1.72, 1.31, 5.38, repro,
2006-12-25,-4.50, -0.67, 10.39, 1.68, 1.29, 5.21, repro,
2006-12-26,-4.12, -0.18, 6.37, 1.82, 1.38, 5.68, repro,
2006-12-27,-6.71, -0.81, 0.92, 1.82, 1.37, 5.62, repro,
2006-12-28,-11.05, 0.21, 5.08, 1.88, 1.41, 5.77, repro,
2006-12-29,-8.65, -0.39, 8.84, 1.81, 1.36, 5.49, repro,
2006-12-30,-5.87, -0.73, 10.49, 1.8, 1.32, 5.44, repro,
2006-12-31,-5.31, -0.38, 3.62, 1.87, 1.4, 5.75, repro,
2007-01-01,-4.73, -0.08, 4.55, 1.83, 1.37, 5.61, repro,
2007-01-02,-5.07, 0.23, 13.41, 1.73, 1.3, 5.3, repro,
2007-01-03,-5.07, 0.50, 9.10, 1.8, 1.33, 5.51, repro,
2007-01-04,-5.23, 0.53, 10.48, 1.86, 1.38, 5.73, repro,
2007-01-05,-7.73, 3.16, 13.55, 1.8, 1.33, 5.51, repro,
2007-01-06,-4.72, -1.13, 6.08, 1.74, 1.3, 5.34, repro,
2007-01-07,-5.58, -0.58, 6.40, 1.71, 1.28, 5.26, repro,
2007-01-08,-4.58, 0.74, 5.14, 1.78, 1.34, 5.57, repro,
2007-01-09,-8.47, -1.54, -0.34, 2, 1.47, 6.23, repro,
2007-01-10,-3.83, 1.09, -2.25, 2.12, 1.58, 6.63, repro,
2007-01-11,-8.32, 0.04, -2.55, 2.02, 1.53, 6.44, repro,
2007-01-12,-4.84, -1.21, 3.74, 1.83, 1.37, 5.72, repro,
2007-01-13,-5.29, -2.45, 5.51, 1.73, 1.29, 5.36, repro,
2007-01-14,-10.05, -1.34, 7.03, 1.7, 1.27, 5.26, repro,
2007-01-15,-6.46, -0.78, -1.12, 1.72, 1.28, 5.37, repro,
2007-01-16,-6.93, -0.39, 1.20, 1.93, 1.44, 6.01, repro,
2007-01-17,-5.75, -0.20, -0.08, 1.89, 1.4, 5.87, repro,
2007-01-18,-7.64, -3.35, 1.89, 1.84, 1.36, 5.67, repro,
2007-01-19,-6.22, -1.94, 6.49, 1.76, 1.33, 5.5, repro,
2007-01-20,-6.77, -1.92, 2.52, 1.55, 1.16, 4.81, repro,
2007-01-21,-5.89, 0.16, 2.33, 1.81, 1.33, 5.59, repro,
2007-01-22,-5.58, -1.18, 6.86, 1.71, 1.26, 5.28, repro,
2007-01-23,-6.35, -1.41, 0.16, 1.64, 1.22, 5.04, repro,
2007-01-24,-6.73, -2.24, 4.24, 1.85, 1.38, 5.65, repro,
2007-01-25,-6.61, -5.82, 10.92, 1.86, 1.34, 5.76, repro,
2007-01-26,-6.58, -3.78, 7.40, 1.71, 1.26, 5.31, repro,
2007-01-27,-5.58, -2.86, 10.73, 1.83, 1.34, 5.68, repro,
2007-01-28,-7.46, -2.40, 4.15, 1.96, 1.42, 6.1, repro,
2007-01-29,-4.90, -3.85, 6.15, 1.88, 1.36, 5.78, repro,
2007-01-30,-5.16, -0.06, 3.49, 2.02, 1.47, 6.2, repro,
2007-01-31,-4.19, -0.31, 1.21, 1.97, 1.44, 6.08, repro,
2007-02-01,-4.60, -1.66, 5.33, 1.96, 1.44, 6.04, repro,
2007-02-02,-5.86, -3.03, 3.07, 1.96, 1.44, 6.13, repro,
2007-02-03,-9.14, -1.79, 0.80, 1.97, 1.43, 6.14, repro,
2007-02-04,-5.65, -3.59, 6.94, 2.03, 1.47, 6.37, repro,
2007-02-05,-3.97, -1.18, 8.59, 2, 1.48, 6.28, repro,
2007-02-06,-9.94, -0.72, -5.75, 1.99, 1.45, 6.16, repro,
2007-02-07,-7.95, -0.02, -3.79, 2.08, 1.54, 6.54, repro,
2007-02-08,-0.08, -2.85, 9.65, 2.11, 1.52, 6.57, repro,
2007-02-09,-5.73, -2.82, 2.40, 2.16, 1.57, 6.79, repro,
2007-02-10,-5.69, -1.12, 10.31, 2.02, 1.48, 6.37, repro,
2007-02-11,-3.78, -1.31, 10.02, 1.98, 1.45, 6.11, repro,
2007-02-12,-6.92, -2.51, 0.48, 2.01, 1.48, 6.34, repro,
2007-02-13,-6.12, -2.90, 2.33, 1.98, 1.44, 6.14, repro,
2007-02-14,-4.62, -2.45, 11.23, 1.95, 1.42, 6.04, repro,
2007-02-15,-3.78, -1.25, 7.02, 1.91, 1.39, 6.03, repro,
2007-02-16,-4.16, -0.79, 3.34, 1.93, 1.43, 6.11, repro,
2007-02-17,-7.50, -1.23, 7.06, 2.04, 1.5, 6.45, repro,
2007-02-18,-4.75, -0.86, 11.15, 1.93, 1.4, 6.01, repro,
2007-02-19,-1.06, -1.68, 7.42, 2.03, 1.48, 6.33, repro,
2007-02-20,-4.69, -0.94, 5.69, 1.97, 1.42, 6.07, repro,
2007-02-21,-2.27, -2.51, 7.32, 1.94, 1.4, 6.01, repro,
2007-02-22,-2.77, -1.84, 10.34, 1.83, 1.34, 5.72, repro,
2007-02-23,-2.84, -1.61, 10.46, 1.92, 1.4, 5.97, repro,
2007-02-24,-3.57, -1.88, 0.86, 1.98, 1.44, 6.14, repro,
2007-02-25,-5.78, -0.86, -0.94, 1.94, 1.4, 5.99, repro,
2007-02-26,-2.37, -2.32, -2.47, 1.95, 1.42, 6.08, repro,
2007-02-27,-4.38, -1.21, 4.01, 2.04, 1.47, 6.32, repro,
2007-02-28,-4.33, -1.33, 3.90, 1.87, 1.36, 5.83, repro,
2007-03-01,-2.57, -3.49, 2.70, 2, 1.45, 6.22, repro,
2007-03-02,-3.66, -3.95, 4.56, 2.01, 1.46, 6.2, repro,
2007-03-03,-9.76, -1.37, -9.26, 2.07, 1.51, 6.42, repro,
2007-03-04,-6.54, 0.21, -0.10, 2.1, 1.53, 6.51, repro,
2007-03-05,-6.79, -2.31, 7.46, 2.03, 1.49, 6.33, repro,
2007-03-06,-5.12, -3.27, 4.07, 1.98, 1.45, 6.15, repro,
2007-03-07,-6.66, -3.39, 2.72, 2.01, 1.46, 6.22, repro,
2007-03-08,-3.33, -3.92, 3.61, 2.07, 1.5, 6.42, repro,
2007-03-09,-5.30, -2.74, 0.59, 2.01, 1.47, 6.25, repro,
2007-03-10,-5.85, -3.25, -0.76, 2.03, 1.49, 6.35, repro,
2007-03-11,-7.02, -3.97, 2.85, 1.96, 1.43, 6.11, repro,
2007-03-12,-4.07, -3.38, -2.07, 1.96, 1.43, 6.1, repro,
2007-03-13,-3.73, 0.53, -2.65, 1.91, 1.39, 6.01, repro,
2007-03-14,-3.45, -1.74, -3.85, 1.93, 1.41, 6.09, repro,
2007-03-15,-7.66, -2.78, -6.35, 1.97, 1.44, 6.22, repro,
2007-03-16,-5.47, -1.49, -6.12, 1.92, 1.4, 6.07, repro,
2007-03-17,-3.71, -1.56, -1.51, 1.87, 1.35, 5.88, repro,
2007-03-18,-1.93, -2.92, 2.09, 1.89, 1.37, 5.97, repro,
2007-03-19,-2.38, -3.17, 7.87, 1.84, 1.34, 5.8, repro,
2007-03-20,-2.77, -4.51, 9.43, 1.87, 1.36, 5.88, repro,
2007-03-21,-4.83, -4.74, 4.48, 1.83, 1.33, 5.73, repro,
2007-03-22,-4.74, -1.81, 5.09, 1.79, 1.3, 5.65, repro,
2007-03-23,-4.91, -2.37, -0.28, 1.71, 1.23, 5.37, repro,
2007-03-24,-2.64, -2.40, 1.57, 1.82, 1.31, 5.65, repro,
2007-03-25,-3.50, -1.85, -0.04, 1.84, 1.33, 5.75, repro,
2007-03-26,-2.34, -4.66, -9.11, 1.75, 1.27, 5.47, repro,
2007-03-27,-5.57, -1.63, -5.99, 1.73, 1.27, 5.47, repro,
2007-03-28,-3.90, -3.05, -3.94, 1.75, 1.29, 5.52, repro,
2007-03-29,-3.57, -3.85, -4.74, 1.77, 1.27, 5.49, repro,
2007-03-30,-11.39, -5.49, -13.33, 2.04, 1.47, 6.37, repro,
2007-03-31,-6.53, -4.29, -9.51, 1.92, 1.39, 5.92, repro,
2007-04-01,-1.08, -3.05, -6.53, 1.81, 1.33, 5.64, repro,
2007-04-02,-3.78, -4.60, -5.81, 1.85, 1.34, 5.72, repro,
2007-04-03,-5.09, -4.43, -7.47, 1.82, 1.31, 5.66, repro,
2007-04-04,-6.43, -5.41, -1.98, 1.8, 1.31, 5.64, repro,
2007-04-05,-5.92, -4.16, -1.26, 1.75, 1.28, 5.47, repro,
2007-04-06,-4.51, -4.96, 0.55, 1.72, 1.27, 5.41, repro,
2007-04-07,-5.51, -3.44, -2.39, 1.76, 1.29, 5.53, repro,
