PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, AV06
Station name, AKU_AkutPtAK2005
Begin Date, 2005-06-22
End Date, 2018-09-15
Release Date, 2018-11-17
Source file, AV06.pbo.nam08.pos
Offset from source file, -12.60 mm North, -7.17 mm East, 12.53 mm Vertical
Reference position, 54.1471796925 North Latitude, -165.7657206321 East Longitude, 463.09852 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2016-03-29,-24.63, -19.24, 25.65, 1.83, 1.36, 5.67, suppf,
2016-03-30,-25.45, -19.12, 29.43, 1.78, 1.3, 5.47, suppf,
2016-03-31,-22.49, -20.70, 24.13, 1.76, 1.29, 5.46, suppf,
2016-04-01,-23.22, -18.85, 28.23, 1.79, 1.31, 5.57, suppf,
2016-04-02,-22.62, -21.27, 30.62, 1.79, 1.31, 5.56, suppf,
2016-04-03,-23.50, -21.07, 29.40, 1.92, 1.39, 5.93, suppf,
2016-04-04,-23.90, -22.03, 29.98, 1.95, 1.41, 6.04, suppf,
2016-04-05,-25.42, -17.90, 22.13, 1.72, 1.26, 5.35, suppf,
2016-04-06,-23.04, -19.93, 28.21, 1.8, 1.31, 5.61, suppf,
2016-04-07,-21.66, -19.11, 26.97, 1.83, 1.33, 5.65, suppf,
2016-04-08,-23.65, -20.75, 30.22, 1.73, 1.26, 5.39, suppf,
2016-04-09,-24.93, -19.77, 28.63, 1.81, 1.31, 5.62, suppf,
2016-04-10,-23.42, -20.49, 28.56, 1.68, 1.22, 5.2, suppf,
2016-04-11,-23.57, -20.04, 31.72, 1.7, 1.24, 5.31, suppf,
2016-04-12,-25.27, -20.56, 27.30, 1.73, 1.26, 5.39, suppf,
2016-04-13,-24.72, -20.41, 27.40, 1.74, 1.27, 5.36, suppf,
2016-04-14,-23.34, -21.28, 30.53, 1.71, 1.25, 5.29, suppf,
2016-04-15,-28.74, -20.28, 30.08, 1.95, 1.4, 6.04, suppf,
2016-04-16,-26.27, -21.23, 19.10, 1.77, 1.29, 5.46, suppf,
2016-04-17,-27.55, -21.33, 20.60, 1.87, 1.36, 5.84, suppf,
2016-04-18,-20.50, -20.14, 30.82, 1.8, 1.3, 5.56, suppf,
2016-04-19,-22.69, -20.67, 33.81, 1.74, 1.29, 5.44, suppf,
2016-04-20,-22.65, -19.84, 25.34, 1.94, 1.41, 6.01, suppf,
2016-04-21,-23.11, -20.01, 24.37, 1.7, 1.24, 5.29, suppf,
2016-04-22,-23.78, -20.09, 26.47, 1.83, 1.33, 5.67, suppf,
2016-04-23,-24.17, -18.68, 28.12, 1.67, 1.22, 5.2, suppf,
2016-04-24,-24.05, -19.01, 22.61, 1.74, 1.25, 5.43, suppf,
2016-04-25,-24.99, -18.71, 39.70, 1.73, 1.27, 5.43, suppf,
2016-04-26,-23.48, -18.61, 27.78, 1.72, 1.26, 5.43, suppf,
2016-04-27,-22.31, -19.16, 31.05, 1.69, 1.23, 5.29, suppf,
2016-04-28,-21.92, -20.15, 31.68, 1.62, 1.2, 5.11, suppf,
2016-04-29,-23.00, -18.53, 29.30, 1.6, 1.18, 5.04, suppf,
2016-04-30,-26.61, -18.71, 31.28, 1.68, 1.24, 5.27, suppf,
2016-05-01,-25.46, -19.47, 32.05, 1.74, 1.28, 5.43, suppf,
2016-05-02,-23.18, -18.84, 30.00, 1.62, 1.21, 5.11, suppf,
2016-05-03,-23.21, -18.81, 30.44, 1.56, 1.16, 4.91, suppf,
2016-05-04,-23.48, -18.89, 26.77, 1.71, 1.27, 5.38, suppf,
2016-05-05,-26.70, -18.38, 31.95, 1.65, 1.23, 5.21, suppf,
2016-05-06,-26.75, -18.43, 31.16, 1.73, 1.28, 5.43, suppf,
2016-05-07,-30.02, -21.87, 29.74, 1.76, 1.28, 5.45, suppf,
2016-05-08,-21.62, -19.96, 26.33, 1.74, 1.28, 5.42, suppf,
2016-05-09,-24.76, -20.70, 31.72, 2.21, 1.57, 6.79, suppf,
2016-05-10,-29.40, -18.67, 24.18, 1.93, 1.4, 6, suppf,
2016-05-11,-26.91, -20.35, 27.91, 1.81, 1.31, 5.56, suppf,
2016-05-12,-21.31, -18.63, 31.74, 1.68, 1.23, 5.19, suppf,
2016-05-13,-24.51, -19.28, 28.42, 1.65, 1.22, 5.16, suppf,
2016-05-14,-24.14, -19.23, 25.10, 1.75, 1.28, 5.44, suppf,
2016-05-15,-24.35, -18.69, 27.24, 1.61, 1.18, 5.03, suppf,
2016-05-16,-26.29, -18.21, 24.62, 1.68, 1.23, 5.25, suppf,
2016-05-17,-23.66, -18.62, 26.41, 1.55, 1.14, 4.87, suppf,
2016-05-18,-24.44, -18.99, 31.09, 1.65, 1.21, 5.18, suppf,
2016-05-19,-22.61, -18.89, 33.22, 1.65, 1.22, 5.19, suppf,
2016-05-20,-24.97, -19.01, 33.44, 1.69, 1.24, 5.3, suppf,
2016-05-21,-25.90, -18.92, 38.28, 1.71, 1.25, 5.35, suppf,
2016-05-22,-25.19, -18.54, 28.64, 1.71, 1.25, 5.34, suppf,
2016-05-23,-21.90, -18.25, 32.42, 1.69, 1.24, 5.32, suppf,
2016-05-24,-25.06, -18.77, 28.17, 1.57, 1.17, 4.95, suppf,
2016-05-25,-25.69, -17.95, 33.67, 1.77, 1.31, 5.58, suppf,
2016-05-26,-18.84, -18.92, 39.33, 1.71, 1.27, 5.38, suppf,
2016-05-27,-22.67, -18.54, 30.65, 1.79, 1.34, 5.64, suppf,
2016-05-28,-22.71, -20.26, 30.78, 1.65, 1.26, 5.23, suppf,
2016-05-29,-24.04, -19.34, 28.84, 1.55, 1.18, 4.93, suppf,
2016-05-30,-22.01, -18.65, 23.24, 1.76, 1.34, 5.6, suppf,
2016-05-31,-27.38, -19.85, 14.47, 1.78, 1.35, 5.64, suppf,
2016-06-01,-23.73, -19.21, 26.28, 1.56, 1.2, 5, suppf,
2016-06-02,-25.53, -19.12, 26.58, 1.69, 1.29, 5.39, suppf,
2016-06-03,-23.87, -17.92, 28.51, 1.63, 1.25, 5.2, suppf,
2016-06-04,-26.98, -18.27, 25.42, 1.62, 1.24, 5.18, suppf,
2016-06-05,-23.97, -19.37, 29.20, 1.66, 1.27, 5.31, suppf,
2016-06-06,-24.23, -18.28, 25.78, 1.59, 1.22, 5.09, suppf,
2016-06-07,-24.19, -18.66, 27.50, 1.6, 1.23, 5.11, suppf,
2016-06-08,-20.85, -17.89, 29.68, 1.84, 1.38, 5.83, suppf,
2016-06-09,-23.69, -18.23, 24.54, 1.77, 1.33, 5.59, suppf,
2016-06-10,-25.65, -20.66, 28.35, 1.66, 1.28, 5.28, suppf,
2016-06-11,-23.35, -18.54, 28.57, 1.55, 1.21, 4.96, suppf,
2016-06-12,-23.94, -19.37, 17.58, 1.64, 1.26, 5.23, suppf,
2016-06-13,-23.69, -18.58, 21.38, 1.54, 1.19, 4.89, suppf,
2016-06-14,-22.83, -18.20, 24.06, 1.89, 1.43, 5.99, suppf,
2016-06-15,-23.58, -18.77, 25.05, 1.9, 1.43, 6.01, suppf,
2016-06-16,-21.97, -19.82, 20.83, 1.94, 1.46, 6.12, suppf,
2016-06-17,-24.93, -19.10, 25.44, 1.63, 1.25, 5.14, suppf,
2016-06-18,-24.90, -19.77, 31.67, 2.31, 1.66, 7.22, suppf,
2016-06-19,-24.62, -18.10, 34.67, 1.72, 1.3, 5.4, suppf,
2016-06-20,-24.36, -18.44, 25.15, 1.52, 1.17, 4.84, suppf,
2016-06-21,-23.73, -19.20, 29.16, 1.92, 1.44, 6.09, suppf,
2016-06-22,-28.14, -19.91, 24.09, 2.12, 1.56, 6.69, suppf,
2016-06-23,-28.01, -14.24, 41.01, 2.11, 1.55, 6.56, suppf,
2016-06-24,-20.26, -13.55, 30.80, 2.2, 1.61, 6.78, suppf,
2016-06-25,-29.00, -17.61, 31.27, 1.73, 1.31, 5.48, suppf,
2016-06-26,-22.75, -18.59, 20.50, 1.68, 1.27, 5.28, suppf,
2016-06-27,-25.29, -19.30, 22.35, 1.56, 1.19, 4.95, suppf,
2016-06-28,-24.80, -19.81, 26.27, 1.53, 1.16, 4.83, suppf,
2016-06-29,-19.21, -20.68, 31.35, 1.58, 1.2, 4.99, suppf,
2016-06-30,-22.81, -21.48, 26.94, 1.53, 1.16, 4.83, suppf,
2016-07-01,-23.13, -20.91, 26.44, 1.46, 1.1, 4.61, suppf,
2016-07-02,-22.16, -19.68, 32.24, 1.48, 1.13, 4.66, suppf,
2016-07-03,-24.72, -19.78, 26.30, 1.4, 1.07, 4.47, suppf,
2016-07-04,-24.82, -19.87, 27.85, 1.42, 1.09, 4.59, suppf,
2016-07-05,-24.09, -20.22, 27.46, 1.39, 1.05, 4.36, suppf,
2016-07-06,-25.75, -19.62, 28.57, 1.77, 1.31, 5.53, suppf,
2016-07-07,-22.61, -20.16, 29.28, 1.77, 1.33, 5.57, suppf,
2016-07-08,-23.54, -18.87, 25.16, 1.8, 1.33, 5.66, suppf,
2016-07-09,-24.64, -19.25, 39.99, 1.66, 1.23, 5.17, suppf,
2016-07-10,-22.40, -21.74, 23.77, 1.96, 1.43, 6.09, suppf,
2016-07-11,-23.80, -20.46, 21.21, 1.54, 1.14, 4.8, suppf,
2016-07-12,-26.15, -18.41, 26.84, 1.89, 1.39, 5.92, suppf,
2016-07-13,-27.66, -17.71, 28.09, 1.84, 1.36, 5.75, suppf,
2016-07-14,-24.37, -18.90, 30.36, 1.38, 1.05, 4.38, suppf,
2016-07-15,-22.67, -20.13, 30.07, 1.6, 1.18, 4.98, suppf,
2016-07-16,-21.74, -20.55, 35.68, 1.63, 1.22, 5.14, suppf,
2016-07-17,-23.29, -19.49, 32.24, 1.57, 1.17, 4.95, suppf,
2016-07-18,-23.28, -20.34, 35.13, 1.57, 1.17, 4.93, suppf,
2016-07-19,-22.86, -19.46, 31.29, 1.89, 1.43, 5.9, suppf,
2016-07-20,-27.76, -17.55, 33.54, 1.95, 1.45, 6.07, suppf,
2016-07-21,-25.12, -19.89, 27.79, 2.31, 1.68, 7.24, suppf,
2016-07-22,-28.26, -18.28, 35.40, 2.29, 1.64, 7.04, suppf,
2016-07-23,-22.02, -20.68, 18.42, 1.69, 1.29, 5.33, suppf,
2016-07-24,-23.75, -22.20, 19.63, 1.91, 1.45, 5.96, suppf,
2016-07-25,-24.00, -20.04, 28.13, 1.65, 1.28, 5.23, suppf,
2016-07-26,-24.44, -19.57, 25.88, 1.79, 1.37, 5.73, suppf,
2016-07-27,-24.46, -20.05, 28.69, 1.51, 1.18, 4.79, suppf,
2016-07-28,-24.84, -19.60, 28.71, 1.32, 1.04, 4.22, suppf,
2016-07-29,-24.93, -18.75, 31.31, 1.31, 1.04, 4.25, suppf,
2016-07-30,-24.57, -19.49, 31.35, 1.48, 1.16, 4.72, suppf,
2016-07-31,-25.13, -19.00, 33.07, 1.5, 1.16, 4.73, suppf,
2016-08-01,-24.92, -18.12, 30.01, 1.66, 1.26, 5.23, suppf,
2016-08-02,-23.86, -19.00, 23.77, 1.93, 1.43, 6.04, suppf,
2016-08-03,-22.39, -17.54, 34.16, 1.75, 1.33, 5.48, suppf,
2016-08-04,-21.22, -17.36, 28.11, 1.66, 1.26, 5.2, suppf,
2016-08-05,-24.09, -18.15, 37.31, 1.86, 1.39, 5.81, suppf,
2016-08-06,-25.17, -19.76, 30.78, 1.67, 1.26, 5.22, suppf,
2016-08-07,-25.50, -18.98, 30.90, 1.77, 1.32, 5.45, suppf,
2016-08-08,-23.01, -18.60, 33.14, 1.9, 1.4, 5.9, suppf,
2016-08-09,-24.47, -18.60, 33.31, 1.61, 1.23, 5.05, suppf,
2016-08-10,-23.91, -19.22, 25.86, 1.42, 1.09, 4.46, suppf,
2016-08-11,-24.11, -18.60, 29.47, 1.34, 1.03, 4.22, suppf,
2016-08-12,-23.82, -17.34, 29.49, 1.83, 1.4, 5.74, suppf,
2016-08-13,-27.74, -18.42, 32.64, 1.59, 1.2, 4.97, suppf,
2016-08-14,-26.57, -17.59, 37.45, 2.04, 1.5, 6.33, suppf,
2016-08-15,-24.95, -19.18, 30.37, 1.52, 1.15, 4.76, suppf,
2016-08-16,-26.11, -18.72, 33.00, 1.54, 1.17, 4.81, suppf,
2016-08-17,-28.95, -22.03, 29.07, 1.78, 1.32, 5.51, suppf,
2016-08-18,-24.68, -17.81, 25.11, 1.55, 1.19, 4.81, suppf,
2016-08-19,-26.28, -17.88, 19.52, 1.5, 1.15, 4.71, suppf,
2016-08-20,-24.70, -18.51, 28.12, 1.5, 1.14, 4.71, suppf,
2016-08-21,-28.43, -13.15, 39.86, 2.18, 1.59, 6.84, suppf,
2016-08-22,-25.97, -21.22, 31.72, 1.96, 1.45, 6.14, suppf,
2016-08-23,-23.94, -18.46, 30.87, 1.31, 1, 4.15, suppf,
2016-08-24,-24.21, -18.70, 23.02, 1.41, 1.07, 4.45, suppf,
2016-08-25,-23.24, -19.20, 27.10, 1.51, 1.14, 4.74, suppf,
2016-08-26,-24.69, -18.69, 23.18, 1.57, 1.17, 4.96, suppf,
2016-08-27,-22.54, -18.27, 32.36, 1.85, 1.37, 5.79, suppf,
2016-08-28,-23.99, -18.38, 30.37, 1.78, 1.33, 5.58, suppf,
2016-08-29,-21.94, -19.37, 25.53, 1.59, 1.18, 4.98, suppf,
2016-08-30,-23.48, -17.88, 27.62, 1.6, 1.19, 5.02, suppf,
2016-08-31,-23.35, -19.56, 25.41, 1.84, 1.33, 5.7, suppf,
2016-09-01,-21.19, -16.98, 29.00, 1.8, 1.32, 5.54, suppf,
2016-09-02,-25.23, -17.64, 21.19, 1.92, 1.39, 5.97, suppf,
2016-09-03,-28.30, -19.64, 29.22, 2.16, 1.55, 6.73, suppf,
2016-09-04,-29.14, -19.31, 29.90, 1.81, 1.32, 5.64, suppf,
2016-09-05,-23.27, -17.11, 33.54, 1.54, 1.14, 4.81, suppf,
2016-09-06,-23.38, -17.35, 28.70, 1.46, 1.07, 4.54, suppf,
2016-09-07,-24.09, -17.59, 27.21, 1.38, 1.03, 4.33, suppf,
2016-09-08,-23.52, -18.34, 31.09, 1.54, 1.16, 4.85, suppf,
2016-09-09,-23.21, -17.43, 30.50, 1.49, 1.1, 4.64, suppf,
2016-09-10,-21.67, -17.72, 35.40, 1.58, 1.17, 4.94, suppf,
2016-09-11,-28.60, -17.82, 32.54, 1.98, 1.44, 6.15, suppf,
2016-09-12,-23.03, -18.54, 32.62, 1.68, 1.23, 5.19, suppf,
2016-09-13,-22.97, -17.12, 38.35, 1.68, 1.24, 5.2, suppf,
2016-09-14,-27.84, -19.93, 29.26, 1.82, 1.33, 5.64, suppf,
2016-09-15,-22.84, -17.95, 30.49, 1.7, 1.24, 5.24, suppf,
2016-09-16,-24.90, -16.56, 41.71, 1.7, 1.24, 5.22, suppf,
2016-09-17,-22.85, -16.79, 35.83, 1.8, 1.31, 5.59, suppf,
2016-09-18,-21.52, -17.14, 44.78, 1.68, 1.24, 5.19, suppf,
2016-09-19,-22.33, -17.61, 20.89, 2.11, 1.52, 6.54, suppf,
2016-09-20,-22.90, -17.24, 34.02, 1.71, 1.24, 5.26, suppf,
2016-09-21,-22.97, -17.05, 43.49, 1.73, 1.26, 5.33, suppf,
2016-09-22,-25.08, -13.55, 49.52, 1.85, 1.32, 5.68, suppf,
2016-09-23,-24.26, -17.21, 44.95, 1.8, 1.3, 5.55, suppf,
2016-09-24,-24.02, -17.79, 36.14, 1.67, 1.21, 5.19, suppf,
2016-09-25,-23.95, -18.13, 31.89, 1.62, 1.18, 5.01, suppf,
2016-09-26,-22.94, -18.56, 35.92, 1.86, 1.34, 5.76, suppf,
2016-09-27,-26.34, -17.52, 33.43, 1.67, 1.21, 5.17, suppf,
2016-09-28,-23.99, -17.41, 32.91, 1.57, 1.15, 4.89, suppf,
2016-09-29,-27.68, -16.34, 30.89, 1.92, 1.38, 5.96, suppf,
2016-09-30,-27.66, -15.48, 22.02, 2.29, 1.61, 7.09, suppf,
2016-10-01,-23.89, -10.92, 39.63, 2.18, 1.55, 6.75, suppf,
2016-10-02,-24.18, -14.91, 40.29, 1.82, 1.3, 5.64, suppf,
2016-10-03,-22.06, -16.16, 28.95, 1.59, 1.15, 4.94, suppf,
2016-10-04,-26.05, -17.57, 30.52, 1.88, 1.34, 5.82, suppf,
2016-10-05,-28.15, -18.81, 27.85, 1.98, 1.41, 6.15, suppf,
2016-10-06,-25.45, -17.71, 26.44, 2.1, 1.49, 6.52, suppf,
2016-10-07,-26.24, -15.71, 29.93, 2.04, 1.45, 6.33, suppf,
2016-10-08,-26.99, -18.66, 32.99, 2.06, 1.47, 6.39, suppf,
2016-10-09,-23.70, -18.27, 32.31, 1.78, 1.28, 5.48, suppf,
2016-10-10,-22.57, -15.66, 39.71, 1.85, 1.33, 5.75, suppf,
2016-10-11,-24.60, -16.68, 35.84, 1.91, 1.36, 5.9, suppf,
2016-10-12,-23.88, -15.98, 38.02, 1.61, 1.15, 4.99, suppf,
2016-10-13,-23.42, -15.16, 39.56, 1.61, 1.17, 5.05, suppf,
2016-10-14,-24.09, -16.11, 34.84, 1.59, 1.14, 4.95, suppf,
2016-10-15,-23.70, -15.68, 33.33, 1.71, 1.22, 5.31, suppf,
2016-10-16,-26.54, -13.03, 45.43, 1.92, 1.37, 5.97, suppf,
2016-10-17,-25.47, -15.87, 42.78, 1.72, 1.25, 5.35, suppf,
2016-10-18,-27.39, -16.63, 35.86, 1.74, 1.26, 5.42, suppf,
2016-10-19,-28.90, -17.57, 31.00, 1.75, 1.26, 5.45, suppf,
2016-10-20,-25.62, -15.79, 31.38, 1.68, 1.22, 5.22, suppf,
2016-10-21,-23.79, -18.34, 30.75, 1.64, 1.19, 5.12, suppf,
2016-10-22,-24.36, -15.62, 33.23, 1.64, 1.19, 5.11, suppf,
2016-10-23,-27.05, -14.34, 37.41, 1.91, 1.37, 5.96, suppf,
2016-10-24,-23.40, -17.28, 29.66, 1.75, 1.26, 5.44, suppf,
2016-10-25,-27.41, -16.03, 37.49, 2.24, 1.58, 6.95, suppf,
2016-10-26,-25.35, -15.43, 33.25, 1.91, 1.36, 5.93, suppf,
2016-10-27,-24.71, -15.57, 37.32, 1.89, 1.35, 5.87, suppf,
2016-10-28,-23.79, -17.55, 27.53, 2.24, 1.58, 6.95, suppf,
2016-10-29,-27.79, -15.55, 28.02, 1.88, 1.35, 5.87, suppf,
2016-10-30,-25.49, -16.52, 28.98, 2.03, 1.43, 6.28, suppf,
2016-10-31,-25.65, -15.93, 36.16, 1.87, 1.34, 5.81, suppf,
2016-11-01,-26.87, -13.22, 48.08, 1.87, 1.33, 5.82, suppf,
2016-11-02,-24.98, -14.71, 37.11, 1.98, 1.42, 6.17, suppf,
2016-11-03,-26.07, -16.29, 42.10, 1.77, 1.28, 5.51, suppf,
2016-11-04,-24.27, -17.30, 36.44, 1.59, 1.14, 4.94, suppf,
2016-11-05,-23.44, -16.57, 38.59, 1.64, 1.18, 5.09, suppf,
2016-11-06,-27.03, -17.00, 36.68, 1.78, 1.27, 5.52, suppf,
2016-11-07,-26.27, -16.95, 31.90, 1.76, 1.26, 5.48, suppf,
2016-11-08,-25.61, -18.05, 33.07, 1.58, 1.13, 4.87, suppf,
2016-11-09,-25.48, -16.04, 37.44, 1.87, 1.35, 5.82, suppf,
2016-11-10,-25.89, -15.91, 40.35, 1.67, 1.2, 5.19, suppf,
2016-11-11,-26.51, -17.20, 38.14, 1.73, 1.24, 5.39, suppf,
2016-11-12,-25.68, -16.21, 37.04, 1.63, 1.18, 5.11, suppf,
2016-11-13,-27.19, -16.76, 41.04, 1.79, 1.28, 5.6, suppf,
2016-11-14,-26.67, -15.36, 37.61, 1.83, 1.32, 5.72, suppf,
2016-11-15,-23.94, -16.15, 36.55, 1.59, 1.16, 4.98, suppf,
2016-11-16,-24.63, -15.87, 35.87, 1.5, 1.1, 4.72, suppf,
2016-11-17,-26.39, -15.97, 33.35, 1.76, 1.27, 5.5, suppf,
2016-11-18,-28.75, -13.89, 27.01, 1.94, 1.39, 6.06, suppf,
2016-11-19,-24.37, -15.79, 32.68, 1.58, 1.15, 4.95, suppf,
2016-11-20,-24.01, -15.88, 38.48, 1.6, 1.16, 5.02, suppf,
2016-11-21,-27.34, -14.93, 37.56, 1.63, 1.2, 5.1, suppf,
2016-11-22,-24.86, -16.45, 32.55, 1.84, 1.35, 5.79, suppf,
2016-11-23,-25.62, -15.27, 32.88, 1.73, 1.27, 5.43, suppf,
2016-11-24,-25.50, -16.07, 32.78, 1.77, 1.3, 5.58, suppf,
2016-11-25,-23.55, -17.21, 32.37, 1.83, 1.36, 5.76, suppf,
2016-11-26,-26.20, -18.35, 33.25, 2.2, 1.61, 6.93, suppf,
2016-11-27,-25.01, -15.83, 35.39, 1.85, 1.38, 5.83, suppf,
2016-11-28,-27.18, -15.86, 35.18, 1.84, 1.37, 5.82, suppf,
2016-11-29,-27.19, -16.45, 33.40, 1.72, 1.29, 5.43, suppf,
2016-11-30,-26.90, -17.02, 38.79, 1.7, 1.28, 5.37, suppf,
2016-12-01,-28.39, -16.16, 34.31, 1.64, 1.25, 5.21, suppf,
2016-12-02,-26.37, -16.29, 29.19, 1.74, 1.32, 5.5, suppf,
2016-12-03,-26.25, -15.46, 27.81, 1.65, 1.25, 5.23, suppf,
2016-12-04,-29.00, -16.72, 30.40, 1.95, 1.44, 6.16, suppf,
2016-12-05,-25.82, -15.64, 26.87, 1.86, 1.4, 5.8, suppf,
2016-12-06,-29.25, -13.75, 28.26, 1.75, 1.31, 5.53, suppf,
2016-12-07,-28.76, -16.50, 22.85, 1.66, 1.25, 5.27, suppf,
2016-12-08,-29.33, -17.17, 25.10, 1.64, 1.24, 5.19, suppf,
2016-12-09,-27.95, -16.66, 25.08, 1.64, 1.23, 5.22, suppf,
2016-12-10,-27.82, -15.54, 28.44, 1.57, 1.19, 4.93, suppf,
2016-12-11,-23.95, -16.78, 31.40, 1.43, 1.09, 4.51, suppf,
2016-12-12,-28.86, -15.11, 24.55, 1.9, 1.4, 5.97, suppf,
2016-12-13,-26.80, -15.87, 25.41, 2.1, 1.53, 6.59, suppf,
2016-12-14,-28.49, -17.66, 29.21, 1.99, 1.44, 6.14, suppf,
2016-12-15,-30.21, -16.59, 25.15, 1.86, 1.37, 5.81, suppf,
2016-12-16,-27.82, -13.85, 30.11, 2, 1.49, 6.28, suppf,
2016-12-17,-27.13, -15.32, 31.50, 1.79, 1.33, 5.61, suppf,
2016-12-18,-27.23, -17.01, 39.08, 1.63, 1.22, 5.11, suppf,
2016-12-19,-26.70, -16.63, 41.36, 1.75, 1.31, 5.58, suppf,
2016-12-20,-26.96, -15.86, 37.42, 1.57, 1.17, 4.93, suppf,
2016-12-21,-26.25, -16.25, 30.14, 1.61, 1.2, 5.04, suppf,
2016-12-22,-26.81, -14.68, 36.91, 1.7, 1.26, 5.31, suppf,
2016-12-23,-26.77, -16.15, 40.90, 1.75, 1.3, 5.5, suppf,
2016-12-24,-27.89, -15.94, 42.15, 1.8, 1.34, 5.63, suppf,
2016-12-25,-27.12, -17.43, 42.46, 1.72, 1.3, 5.38, suppf,
2016-12-26,-27.43, -16.52, 37.30, 1.66, 1.26, 5.2, suppf,
2016-12-27,-27.18, -17.24, 34.10, 1.57, 1.21, 4.93, suppf,
2016-12-28,-25.89, -16.53, 37.49, 1.55, 1.17, 4.91, suppf,
2016-12-29,-26.56, -18.59, 34.13, 1.97, 1.44, 6.17, suppf,
2016-12-30,-27.03, -17.02, 33.19, 1.76, 1.3, 5.51, suppf,
2016-12-31,-26.24, -15.25, 25.75, 1.93, 1.41, 6.05, suppf,
2017-01-01,-24.77, -13.97, 23.99, 1.91, 1.39, 5.99, suppf,
2017-01-02,-29.34, -13.87, 23.68, 1.81, 1.35, 5.65, suppf,
2017-01-03,-26.78, -16.10, 23.56, 1.69, 1.27, 5.31, suppf,
2017-01-04,-27.23, -16.22, 24.92, 1.72, 1.28, 5.39, suppf,
2017-01-05,-26.51, -16.94, 31.41, 1.66, 1.23, 5.19, suppf,
2017-01-06,-26.82, -16.20, 36.36, 1.66, 1.22, 5.19, suppf,
2017-01-07,-27.59, -17.42, 35.47, 1.81, 1.33, 5.63, suppf,
2017-01-08,-27.67, -17.65, 40.73, 1.82, 1.36, 5.71, final,
2017-01-09,-26.36, -17.32, 40.68, 1.79, 1.34, 5.62, final,
2017-01-10,-26.96, -16.60, 37.17, 1.76, 1.33, 5.61, final,
2017-01-11,-26.24, -15.89, 37.80, 1.54, 1.16, 4.88, final,
2017-01-12,-28.53, -17.42, 38.92, 1.58, 1.19, 4.99, final,
2017-01-13,-31.30, -18.07, 38.46, 1.63, 1.23, 5.14, final,
2017-01-14,-29.00, -17.73, 35.26, 1.49, 1.12, 4.69, final,
2017-01-15,-26.84, -17.53, 36.29, 1.5, 1.14, 4.74, suppf,
2017-01-16,-28.05, -17.73, 37.92, 1.46, 1.12, 4.61, suppf,
2017-01-17,-27.58, -17.62, 41.97, 1.53, 1.17, 4.83, suppf,
2017-01-18,-27.22, -18.33, 40.87, 1.48, 1.14, 4.7, suppf,
2017-01-19,-28.33, -16.25, 40.22, 1.65, 1.25, 5.17, suppf,
2017-01-20,-28.30, -15.73, 39.05, 1.56, 1.19, 4.93, suppf,
2017-01-21,-27.43, -16.34, 38.20, 1.42, 1.12, 4.48, suppf,
2017-01-22,-28.26, -16.74, 39.00, 1.52, 1.19, 4.79, suppf,
2017-01-23,-29.77, -16.22, 39.05, 1.73, 1.33, 5.41, suppf,
2017-01-24,-30.18, -16.86, 41.93, 1.63, 1.26, 5.11, suppf,
2017-01-25,-29.85, -17.75, 39.31, 1.71, 1.32, 5.31, suppf,
2017-01-26,-30.79, -18.60, 35.20, 1.59, 1.23, 4.97, suppf,
2017-01-27,-28.22, -18.23, 31.49, 1.69, 1.29, 5.26, suppf,
2017-01-28,-28.51, -18.34, 32.37, 1.58, 1.22, 4.95, suppf,
2017-01-29,-29.89, -18.15, 26.31, 1.65, 1.27, 5.17, suppf,
2017-01-30,-28.82, -15.96, 24.68, 1.71, 1.33, 5.38, suppf,
2017-01-31,-29.79, -14.73, 29.82, 1.64, 1.26, 5.12, suppf,
2017-02-01,-28.00, -17.90, 31.74, 1.55, 1.19, 4.85, suppf,
2017-02-02,-26.66, -16.99, 35.75, 1.58, 1.22, 4.97, suppf,
2017-02-03,-27.83, -16.22, 31.10, 1.51, 1.16, 4.74, suppf,
2017-02-04,-28.54, -16.36, 34.07, 1.6, 1.24, 5.03, suppf,
2017-02-05,-31.27, -15.58, 31.46, 1.69, 1.29, 5.25, suppf,
2017-02-06,-26.45, -18.78, 33.01, 1.5, 1.17, 4.71, suppf,
2017-02-07,-27.55, -17.05, 31.42, 1.42, 1.1, 4.52, suppf,
2017-02-08,-27.02, -17.26, 35.72, 1.49, 1.13, 4.68, suppf,
2017-02-09,-27.78, -16.88, 33.94, 1.47, 1.12, 4.57, suppf,
2017-02-10,-28.32, -17.34, 43.10, 1.42, 1.11, 4.47, suppf,
2017-02-11,-30.93, -18.10, 38.63, 1.56, 1.19, 4.9, suppf,
2017-02-12,-30.49, -18.06, 36.91, 1.51, 1.15, 4.71, suppf,
2017-02-13,-30.37, -18.99, 35.95, 1.52, 1.15, 4.75, suppf,
2017-02-14,-28.02, -18.44, 35.86, 1.44, 1.1, 4.51, suppf,
2017-02-15,-29.83, -17.77, 36.21, 1.56, 1.19, 4.84, suppf,
2017-02-16,-27.72, -18.17, 36.44, 1.55, 1.18, 4.84, suppf,
2017-02-17,-27.43, -18.26, 30.86, 1.47, 1.12, 4.58, suppf,
2017-02-18,-28.58, -18.42, 34.76, 1.48, 1.12, 4.65, suppf,
